groups,max_duplicates,rho,signal_strength,trials,method,brier,brier_mcse,log_loss,log_loss_mcse,accuracy,ece,confidently_wrong,sharpness
3,1,0.5,0.75,2500,one_per_group,0.06597994648116971,0.0033582815010768817,0.21695153197637182,0.009764134441250545,0.914,0.01442428968099579,0.0152,0.40470064294612224
3,1,0.75,0.25,2500,oracle,0.2082376441410082,0.003293248018142177,0.6031494361443777,0.0074857725306483195,0.6688,0.01259216241333184,0.0012,0.16602806858602132
3,1,0.75,0.25,2500,estimated,0.2082376441410082,0.003293248018142177,0.6031494361443777,0.0074857725306483195,0.6688,0.01259216241333184,0.0012,0.16602806858602132
3,1,0.75,0.25,2500,conservative,0.2082376441410082,0.003293248018142177,0.6031494361443777,0.0074857725306483195,0.6688,0.01259216241333184,0.0012,0.16602806858602132
3,1,0.75,0.25,2500,naive,0.2082376441410082,0.003293248018142177,0.6031494361443777,0.0074857725306483195,0.6688,0.01259216241333184,0.0012,0.16602806858602132
3,1,0.75,0.25,2500,one_per_group,0.2082376441410082,0.003293248018142177,0.6031494361443777,0.0074857725306483195,0.6688,0.01259216241333184,0.0012,0.16602806858602132
3,1,0.75,0.75,2500,oracle,0.07314152966387302,0.003631336812709352,0.24270349996407603,0.011231262582237129,0.8996,0.013803786745783569,0.0188,0.4027172495572043
3,1,0.75,0.75,2500,estimated,0.07314152966387302,0.003631336812709352,0.24270349996407603,0.011231262582237129,0.8996,0.013803786745783569,0.0188,0.4027172495572043
3,1,0.75,0.75,2500,conservative,0.07314152966387302,0.003631336812709352,0.24270349996407603,0.011231262582237129,0.8996,0.013803786745783569,0.0188,0.4027172495572043
3,1,0.75,0.75,2500,naive,0.07314152966387302,0.003631336812709352,0.24270349996407603,0.011231262582237129,0.8996,0.013803786745783569,0.0188,0.4027172495572043
3,1,0.75,0.75,2500,one_per_group,0.07314152966387302,0.003631336812709352,0.24270349996407603,0.011231262582237129,0.8996,0.013803786745783569,0.0188,0.4027172495572043
3,1,0.95,0.25,2500,oracle,0.21210482917275744,0.003376745064797572,0.6129640485002626,0.007701729319727564,0.6692,0.019060850776818305,0.0016,0.16654614535903603
3,1,0.95,0.25,2500,estimated,0.21210482917275744,0.003376745064797572,0.6129640485002626,0.007701729319727564,0.6692,0.019060850776818305,0.0016,0.16654614535903603
3,1,0.95,0.25,2500,conservative,0.21210482917275744,0.003376745064797572,0.6129640485002626,0.007701729319727564,0.6692,0.019060850776818305,0.0016,0.16654614535903603
3,1,0.95,0.25,2500,naive,0.21210482917275744,0.003376745064797572,0.6129640485002626,0.007701729319727564,0.6692,0.019060850776818305,0.0016,0.16654614535903603
3,1,0.95,0.25,2500,one_per_group,0.21210482917275744,0.003376745064797572,0.6129640485002626,0.007701729319727564,0.6692,0.019060850776818305,0.0016,0.16654614535903603
3,1,0.95,0.75,2500,oracle,0.06854909182651707,0.0034900215436047726,0.22560918885260753,0.010331594859632453,0.9044,0.010751039355612158,0.0148,0.4052497584943301
3,1,0.95,0.75,2500,estimated,0.06854909182651707,0.0034900215436047726,0.22560918885260753,0.010331594859632453,0.9044,0.010751039355612158,0.0148,0.4052497584943301
3,1,0.95,0.75,2500,conservative,0.06854909182651707,0.0034900215436047726,0.22560918885260753,0.010331594859632453,0.9044,0.010751039355612158,0.0148,0.4052497584943301
3,1,0.95,0.75,2500,naive,0.06854909182651707,0.0034900215436047726,0.22560918885260753,0.010331594859632453,0.9044,0.010751039355612158,0.0148,0.4052497584943301
3,1,0.95,0.75,2500,one_per_group,0.06854909182651707,0.0034900215436047726,0.22560918885260753,0.010331594859632453,0.9044,0.010751039355612158,0.0148,0.4052497584943301
3,2,0.0,0.25,2500,oracle,0.18951568943447247,0.0035962777980814505,0.5567539690047838,0.008413461851091925,0.6996,0.02560369701417497,0.0032,0.20227420431014884
3,2,0.0,0.25,2500,estimated,0.19017154348753879,0.0035263144850263815,0.5587308245019909,0.00820667131053351,0.7,0.02473332607082415,0.002,0.1972969753291825
3,2,0.0,0.25,2500,conservative,0.1982211193784878,0.002834328920497328,0.5814223773052329,0.006288367008515621,0.6936,0.04474493479898764,0.0008,0.14986660260066836
3,2,0.0,0.25,2500,naive,0.18951568943447247,0.0035962777980814505,0.5567539690047838,0.008413461851091925,0.6996,0.02560369701417497,0.0032,0.20227420431014884
3,2,0.0,0.25,2500,one_per_group,0.20852566383270474,0.0032640318073953673,0.6035329679570466,0.007383830500740684,0.6652,0.02178637823433662,0.0016,0.1650087642545134
3,2,0.0,0.75,2500,oracle,0.049360250662727395,0.0031290098731490646,0.16280479497448958,0.009685590161812856,0.9328,0.010568120947726314,0.0148,0.438441254887946
3,2,0.0,0.75,2500,estimated,0.04963701641371216,0.0031092391565037737,0.16301638499959814,0.009421060289554643,0.9332,0.014136465666085223,0.0128,0.43657686970022835
3,2,0.0,0.75,2500,conservative,0.056326053761897234,0.003003284112663469,0.19004621082814718,0.008361499977394903,0.9244,0.02132957746814429,0.0076,0.40585910066926
3,2,0.0,0.75,2500,naive,0.049360250662727395,0.0031290098731490646,0.16280479497448958,0.009685590161812856,0.9328,0.010568120947726314,0.0148,0.438441254887946
3,2,0.0,0.75,2500,one_per_group,0.07523609753375388,0.003616040032351023,0.24555046881039347,0.0107861819756291,0.898,0.012870269496873856,0.018,0.3978676708560928
3,2,0.25,0.25,2500,oracle,0.19924439892588347,0.0036285674524559565,0.5828201186719212,0.008519986302851102,0.692,0.031556345661512906,0.006,0.19312476387116428
3,2,0.25,0.25,2500,estimated,0.1996274090510238,0.0036602650313696905,0.5838904668183932,0.008637743681864166,0.6924,0.0277296856669191,0.0064,0.19461954617094865
3,2,0.25,0.25,2500,conservative,0.20182930707901736,0.0030719592084078495,0.5894718238440627,0.006873377317831374,0.6924,0.037425230306476036,0.0012,0.15898850425174318
3,2,0.25,0.25,2500,naive,0.20040088030929734,0.003991720351023237,0.5865933978725794,0.009777747065625526,0.692,0.03891902836665878,0.0088,0.21354780441983903
3,2,0.25,0.25,2500,one_per_group,0.20877283748975733,0.0033929128037632835,0.6048226168509291,0.007742584759266865,0.6764,0.027058458010984363,0.0012,0.1705645984607217
3,2,0.25,0.75,2500,oracle,0.052582036863851954,0.003067139641450513,0.1726411732465672,0.009143475023309344,0.9304,0.01591945578047977,0.012,0.4258982783934979
3,2,0.25,0.75,2500,estimated,0.053018332805006785,0.003086041303721318,0.1740168084966969,0.009230350212146809,0.9272,0.019670656994521078,0.012,0.42612348390473054
3,2,0.25,0.75,2500,conservative,0.05624621788229269,0.0029514016133566244,0.18972225146479085,0.008358025771100463,0.9244,0.0226611586190275,0.0088,0.40430040385650684
3,2,0.25,0.75,2500,naive,0.05341340169322766,0.0032219445782751366,0.17448387033180418,0.010082549903245247,0.9272,0.01682831002103635,0.0156,0.4344444653172392
3,2,0.25,0.75,2500,one_per_group,0.0690821821269245,0.00336629532121914,0.22336655121401922,0.009603480644513704,0.9056,0.011859782704826828,0.0156,0.39944314530368635
3,2,0.5,0.25,2500,oracle,0.20573578786902552,0.0035291822778688404,0.5986389712868467,0.008207910723999744,0.6824,0.02408058496386337,0.0036,0.17972737493498858
3,2,0.5,0.25,2500,estimated,0.2058615130802601,0.0035448644668718402,0.5989314261153411,0.00827235470328352,0.6784,0.023108282866853968,0.0044,0.18063737130327626
3,2,0.5,0.25,2500,conservative,0.20661879830352856,0.0031762875599554187,0.6003741830012582,0.007158092293365554,0.6804,0.027748805663984993,0.0016,0.1600151322818501
